mk,position,track,streams,url,id,popularity,followers,genres,type
mx,149,Quiero Que Vuelvas,45122,https://open.spotify.com/track/2Zw7rSucHm0MIph9gmNiSn,6sq1yF0OZEWA4xoXVKW1L9,80,765033,"grupera,latin,latin arena pop,latin christmas,latin pop,mariachi,ranchera",artist
py,151,Sé Que Te Duele,1006,https://open.spotify.com/track/5vZfgeDfNhlkKeJqjzSAmg,6sq1yF0OZEWA4xoXVKW1L9,80,765033,"grupera,latin,latin arena pop,latin christmas,latin pop,mariachi,ranchera",artist
uy,130,Sé Que Te Duele,1322,https://open.spotify.com/track/5vZfgeDfNhlkKeJqjzSAmg,6sq1yF0OZEWA4xoXVKW1L9,80,765033,"grupera,latin,latin arena pop,latin christmas,latin pop,mariachi,ranchera",artist
mx,187,Me Dediqué a Perderte,38224,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr,6sq1yF0OZEWA4xoXVKW1L9,80,765033,"grupera,latin,latin arena pop,latin christmas,latin pop,mariachi,ranchera",artist
mx,49,Sé Que Te Duele,116903,https://open.spotify.com/track/5vZfgeDfNhlkKeJqjzSAmg,6sq1yF0OZEWA4xoXVKW1L9,80,765033,"grupera,latin,latin arena pop,latin christmas,latin pop,mariachi,ranchera",artist
do,88,Sé Que Te Duele,1618,https://open.spotify.com/track/5vZfgeDfNhlkKeJqjzSAmg,6sq1yF0OZEWA4xoXVKW1L9,80,765033,"grupera,latin,latin arena pop,latin christmas,latin pop,mariachi,ranchera",artist
hn,113,Sé Que Te Duele,1106,https://open.spotify.com/track/5vZfgeDfNhlkKeJqjzSAmg,6sq1yF0OZEWA4xoXVKW1L9,80,765033,"grupera,latin,latin arena pop,latin christmas,latin pop,mariachi,ranchera",artist
mx,101,Tienes Que Entender,58897,https://open.spotify.com/track/7ee2FbCIkLtNyAXrnXZy5G,6sq1yF0OZEWA4xoXVKW1L9,80,765033,"grupera,latin,latin arena pop,latin christmas,latin pop,mariachi,ranchera",artist
bo,74,Sé Que Te Duele,1367,https://open.spotify.com/track/5vZfgeDfNhlkKeJqjzSAmg,6sq1yF0OZEWA4xoXVKW1L9,80,765033,"grupera,latin,latin arena pop,latin christmas,latin pop,mariachi,ranchera",artist
pa,93,Sé Que Te Duele,1535,https://open.spotify.com/track/5vZfgeDfNhlkKeJqjzSAmg,6sq1yF0OZEWA4xoXVKW1L9,80,765033,"grupera,latin,latin arena pop,latin christmas,latin pop,mariachi,ranchera",artist
pe,100,Sé Que Te Duele,9030,https://open.spotify.com/track/5vZfgeDfNhlkKeJqjzSAmg,6sq1yF0OZEWA4xoXVKW1L9,80,765033,"grupera,latin,latin arena pop,latin christmas,latin pop,mariachi,ranchera",artist
cl,128,Sé Que Te Duele,14080,https://open.spotify.com/track/5vZfgeDfNhlkKeJqjzSAmg,6sq1yF0OZEWA4xoXVKW1L9,80,765033,"grupera,latin,latin arena pop,latin christmas,latin pop,mariachi,ranchera",artist
ec,31,Sé Que Te Duele,7034,https://open.spotify.com/track/5vZfgeDfNhlkKeJqjzSAmg,6sq1yF0OZEWA4xoXVKW1L9,80,765033,"grupera,latin,latin arena pop,latin christmas,latin pop,mariachi,ranchera",artist
ar,172,Sé Que Te Duele,14930,https://open.spotify.com/track/5vZfgeDfNhlkKeJqjzSAmg,6sq1yF0OZEWA4xoXVKW1L9,80,765033,"grupera,latin,latin arena pop,latin christmas,latin pop,mariachi,ranchera",artist
es,104,Deja Que Te Bese,30179,https://open.spotify.com/track/0s6yB0ZFl1LvYHAnGhXFga,5sUrlPAHlS9NEirDB8SEbF,78,1256932,"cantautor,latin,latin arena pop,latin christmas,latin pop,rock en espanol,spanish pop,tropical",artist
ec,155,Deja Que Te Bese,2068,https://open.spotify.com/track/0s6yB0ZFl1LvYHAnGhXFga,5sUrlPAHlS9NEirDB8SEbF,78,1256932,"cantautor,latin,latin arena pop,latin christmas,latin pop,rock en espanol,spanish pop,tropical",artist
fi,96,15,12944,https://open.spotify.com/track/6GZYVZiVritpchaBSFLprd,2KGbvHE2WfRazq4yE3pcWi,53,1385,"finnish dance pop,finnish pop",artist
fi,113,Filmi katkee,11447,https://open.spotify.com/track/2G6x5MCndBRioc5CiMSDMx,2KGbvHE2WfRazq4yE3pcWi,53,1385,"finnish dance pop,finnish pop",artist
au,137,"How Far I'll Go - From ""Moana""",19341,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2wUjUUtkb5lvLKcGKsKqsR,89,1337780,"dance pop,pop,post-teen pop",artist
se,69,"How Far I'll Go - From ""Moana""",39044,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2wUjUUtkb5lvLKcGKsKqsR,89,1337780,"dance pop,pop,post-teen pop",artist
my,154,"How Far I'll Go - From ""Moana""",3381,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2wUjUUtkb5lvLKcGKsKqsR,89,1337780,"dance pop,pop,post-teen pop",artist
sg,130,Scars To Your Beautiful,4519,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,2wUjUUtkb5lvLKcGKsKqsR,89,1337780,"dance pop,pop,post-teen pop",artist
se,161,Scars To Your Beautiful,20927,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,2wUjUUtkb5lvLKcGKsKqsR,89,1337780,"dance pop,pop,post-teen pop",artist
tw,194,"How Far I'll Go - From ""Moana""",2369,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2wUjUUtkb5lvLKcGKsKqsR,89,1337780,"dance pop,pop,post-teen pop",artist
at,195,Scars To Your Beautiful,1786,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,2wUjUUtkb5lvLKcGKsKqsR,89,1337780,"dance pop,pop,post-teen pop",artist
id,155,"How Far I'll Go - From ""Moana""",5339,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2wUjUUtkb5lvLKcGKsKqsR,89,1337780,"dance pop,pop,post-teen pop",artist
my,75,Scars To Your Beautiful,5781,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,2wUjUUtkb5lvLKcGKsKqsR,89,1337780,"dance pop,pop,post-teen pop",artist
us,171,"How Far I'll Go - From ""Moana""",177953,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2wUjUUtkb5lvLKcGKsKqsR,89,1337780,"dance pop,pop,post-teen pop",artist
ca,158,Scars To Your Beautiful,20276,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,2wUjUUtkb5lvLKcGKsKqsR,89,1337780,"dance pop,pop,post-teen pop",artist
nz,143,Scars To Your Beautiful,4824,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,2wUjUUtkb5lvLKcGKsKqsR,89,1337780,"dance pop,pop,post-teen pop",artist
is,62,"How Far I'll Go - From ""Moana""",1327,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2wUjUUtkb5lvLKcGKsKqsR,89,1337780,"dance pop,pop,post-teen pop",artist
gb,181,"How Far I'll Go - From ""Moana""",41992,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2wUjUUtkb5lvLKcGKsKqsR,89,1337780,"dance pop,pop,post-teen pop",artist
nz,88,"How Far I'll Go - From ""Moana""",6915,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2wUjUUtkb5lvLKcGKsKqsR,89,1337780,"dance pop,pop,post-teen pop",artist
au,132,Scars To Your Beautiful,19974,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,2wUjUUtkb5lvLKcGKsKqsR,89,1337780,"dance pop,pop,post-teen pop",artist
ca,162,"How Far I'll Go - From ""Moana""",20193,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2wUjUUtkb5lvLKcGKsKqsR,89,1337780,"dance pop,pop,post-teen pop",artist
no,90,"How Far I'll Go - From ""Moana""",20933,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2wUjUUtkb5lvLKcGKsKqsR,89,1337780,"dance pop,pop,post-teen pop",artist
sg,120,"How Far I'll Go - From ""Moana""",4759,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2wUjUUtkb5lvLKcGKsKqsR,89,1337780,"dance pop,pop,post-teen pop",artist
dk,147,"How Far I'll Go - From ""Moana""",8886,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2wUjUUtkb5lvLKcGKsKqsR,89,1337780,"dance pop,pop,post-teen pop",artist
ie,181,"How Far I'll Go - From ""Moana""",3325,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2wUjUUtkb5lvLKcGKsKqsR,89,1337780,"dance pop,pop,post-teen pop",artist
ph,131,"How Far I'll Go - From ""Moana""",23760,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2wUjUUtkb5lvLKcGKsKqsR,89,1337780,"dance pop,pop,post-teen pop",artist
pt,143,Scars To Your Beautiful,2280,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,2wUjUUtkb5lvLKcGKsKqsR,89,1337780,"dance pop,pop,post-teen pop",artist
is,74,Láttu Í Friði,1190,https://open.spotify.com/track/3fH99yfNoNuPaoZ1LNO57M,4CNv5s1ekgsBNtfQvtaKUe,40,1493,,artist
no,167,Kilimanjaro,12578,https://open.spotify.com/track/4UTA3zDiQJDgraWZlLBgpH,1yLqKwEHGhhcjyKhRSo8wH,52,19456,,artist
jp,88,?????,3401,https://open.spotify.com/track/0ve9Tpz8Yw0I4eXhWsy21o,1luOe8HkZQ7zwuaO2wuJqI,49,35216,"anime,j-dance,j-metal,j-pop,j-rock",artist
cr,130,Voy a Brillar,2641,https://open.spotify.com/track/37jHVkkXeTA1WD9Gpq3fcL,7BX7ZOBIurmkmDQNNspuPp,37,560,,artist
do,115,Percocet,1332,https://open.spotify.com/track/7H6OwsBoSI4BVWm5M7MTOQ,2DspEsT7UXGKd2VaaedgG4,53,987,reggaeton flow,artist
gb,165,Dreams,43829,https://open.spotify.com/track/4BdIxxdtdpxaPk3vXYL47G,5pK858DFAWCmE2tM4jZxYC,60,514,,artist
dk,186,Little Do You Know,7887,https://open.spotify.com/track/1almCHdsfikRPfVB9VrEdT,58MLl9nC29IXbE4nEtuoP2,71,222681,"channel pop,neo mellow,pop,post-teen pop,teen pop,viral pop",artist
jp,137,Horizon,2682,https://open.spotify.com/track/1aUoWyycUxc1xIJQQ92mIp,1H2KvPR75UUpoQpRcnvn1I,35,679,,artist
mx,80,El Paciente,68931,https://open.spotify.com/track/2omJSQbSy5nFNVj1qAQ64M,5xYNmNkaWRqu3e5F4UXME8,71,303019,"banda,deep regional mexican,norteno,regional mexican,regional mexican pop",artist
de,141,Von den fernen Bergen (feat. SXTN),40321,https://open.spotify.com/track/4Omo1tlmDVINPwiliqjzZb,5iBlCs0WwiMbr5zO6vPt5G,66,28192,"deep german hip hop,german hip hop",artist
de,119,Sex ohne Grund,48333,https://open.spotify.com/track/7cufww06qM0dH2rpkch4fi,6hMNiBKUQFKpnZ7GTvLVZf,61,45914,"deep german hip hop,german hip hop",artist
tr,147,No Roots,6558,https://open.spotify.com/track/4bPWDXpN6MlTZBedxega3X,7f0OLhGgBMX9fUjm1dcPip,65,13187,,artist
ch,168,No Roots,3040,https://open.spotify.com/track/4bPWDXpN6MlTZBedxega3X,7f0OLhGgBMX9fUjm1dcPip,65,13187,,artist
at,23,No Roots,12420,https://open.spotify.com/track/4bPWDXpN6MlTZBedxega3X,7f0OLhGgBMX9fUjm1dcPip,65,13187,,artist
de,39,No Roots,147798,https://open.spotify.com/track/4bPWDXpN6MlTZBedxega3X,7f0OLhGgBMX9fUjm1dcPip,65,13187,,artist
tw,181,"???? (???????????????) - Ending theme song of TV Drama ""Magical Space-Time""",2534,https://open.spotify.com/track/4bUXlEJRyV5YGERzh7AHuy,28gf2piFx6cAKOMIwcky5a,59,36102,"c-pop,cantopop,deep taiwanese pop,mandopop,taiwanese pop",artist
tw,196,???,2318,https://open.spotify.com/track/4ieTruevt8RaU0BLSKjEnj,28gf2piFx6cAKOMIwcky5a,59,36102,"c-pop,cantopop,deep taiwanese pop,mandopop,taiwanese pop",artist
cr,144,Love Yuh Everything,2372,https://open.spotify.com/track/1HXM2hwghFTsbOA54isSP2,2LIAgeQ5NZurwixfoG3CWZ,64,57393,dancehall,artist
at,107,Bad Ideas,2755,https://open.spotify.com/track/76gwG061wqdatYhicO2hG4,61ipISvUVa5LkJlKZnm3Oo,73,112370,"deep euro house,deep tropical house,tropical house",artist
de,21,Little Hollywood,213059,https://open.spotify.com/track/1f3flfdU4VDM2OBDD2FMia,61ipISvUVa5LkJlKZnm3Oo,73,112370,"deep euro house,deep tropical house,tropical house",artist
de,151,Bad Ideas,38722,https://open.spotify.com/track/76gwG061wqdatYhicO2hG4,61ipISvUVa5LkJlKZnm3Oo,73,112370,"deep euro house,deep tropical house,tropical house",artist
ch,134,Little Hollywood,3513,https://open.spotify.com/track/1f3flfdU4VDM2OBDD2FMia,61ipISvUVa5LkJlKZnm3Oo,73,112370,"deep euro house,deep tropical house,tropical house",artist
at,10,Little Hollywood,16695,https://open.spotify.com/track/1f3flfdU4VDM2OBDD2FMia,61ipISvUVa5LkJlKZnm3Oo,73,112370,"deep euro house,deep tropical house,tropical house",artist
gb,56,Chasing Highs,97949,https://open.spotify.com/track/6fTsxhIosAU6zXTAhSaemI,6c0mTNAxJxlp9HpKTUZwA8,75,33449,tropical house,artist
de,68,Chasing Highs,88510,https://open.spotify.com/track/6fTsxhIosAU6zXTAhSaemI,6c0mTNAxJxlp9HpKTUZwA8,75,33449,tropical house,artist
at,55,Chasing Highs,5405,https://open.spotify.com/track/6fTsxhIosAU6zXTAhSaemI,6c0mTNAxJxlp9HpKTUZwA8,75,33449,tropical house,artist
ie,58,Chasing Highs,8603,https://open.spotify.com/track/6fTsxhIosAU6zXTAhSaemI,6c0mTNAxJxlp9HpKTUZwA8,75,33449,tropical house,artist
no,185,Hear Me Now,11680,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,0NGAZxHanS9e0iNHpR8f2W,81,711664,,artist
py,115,Hear Me Now,1282,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,0NGAZxHanS9e0iNHpR8f2W,81,711664,,artist
ch,154,Hear Me Now,3215,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,0NGAZxHanS9e0iNHpR8f2W,81,711664,,artist
hu,159,Hear Me Now,1025,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,0NGAZxHanS9e0iNHpR8f2W,81,711664,,artist
fr,146,Hear Me Now,24730,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,0NGAZxHanS9e0iNHpR8f2W,81,711664,,artist
ec,127,Hear Me Now,2377,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,0NGAZxHanS9e0iNHpR8f2W,81,711664,,artist
br,165,Me & You (feat. IRO),48167,https://open.spotify.com/track/2WTCoQLkQ9FPdvThkf8nN1,0NGAZxHanS9e0iNHpR8f2W,81,711664,,artist
br,168,Love Is A Temple,47265,https://open.spotify.com/track/24putRJqkmdXxfKq5OI4TC,0NGAZxHanS9e0iNHpR8f2W,81,711664,,artist
mx,147,Hear Me Now,45662,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,0NGAZxHanS9e0iNHpR8f2W,81,711664,,artist
pt,92,Hear Me Now,3235,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,0NGAZxHanS9e0iNHpR8f2W,81,711664,,artist
at,198,Hear Me Now,1781,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,0NGAZxHanS9e0iNHpR8f2W,81,711664,,artist
cz,130,Hear Me Now,1418,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,0NGAZxHanS9e0iNHpR8f2W,81,711664,,artist
br,7,Hear Me Now,280869,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,0NGAZxHanS9e0iNHpR8f2W,81,711664,,artist
it,85,Hear Me Now,30217,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,0NGAZxHanS9e0iNHpR8f2W,81,711664,,artist
br,164,All I Want (feat. Stonefox) - Edit,48233,https://open.spotify.com/track/5mWbOKfRxcS5iv32amTHPe,0NGAZxHanS9e0iNHpR8f2W,81,711664,,artist
br,9,Never Let Me Go,264297,https://open.spotify.com/track/06ZpMjkNdIDKVf3mK29UiC,0NGAZxHanS9e0iNHpR8f2W,81,711664,,artist
br,57,Fuego,115263,https://open.spotify.com/track/61GiOLLEn0LcavpVu1my6Q,0NGAZxHanS9e0iNHpR8f2W,81,711664,,artist
dk,192,Hear Me Now,7702,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,0NGAZxHanS9e0iNHpR8f2W,81,711664,,artist
fr,92,Bagarre,37284,https://open.spotify.com/track/5lvYLKGuBWNTpk505KUr1E,2z2TRvloJt4EfUNQp9rHAi,65,105338,"francoton,french hip hop,french pop,trap francais",artist
fr,135,Feu d'artifice,26114,https://open.spotify.com/track/6D8tdYo3mBOIUrWAk8wOVo,2z2TRvloJt4EfUNQp9rHAi,65,105338,"francoton,french hip hop,french pop,trap francais",artist
mx,123,Te Deseo Lo Mejor,50162,https://open.spotify.com/track/7ETBp75Sc6ZT6XHVN783aq,0DjAjUeZwSixK0dRwplBXb,72,188538,"regional mexican,regional mexican pop",artist
mx,72,Culpable Tu,74395,https://open.spotify.com/track/4eOUnn9bKgUVx6fsbFhuZO,0DjAjUeZwSixK0dRwplBXb,72,188538,"regional mexican,regional mexican pop",artist
es,188,Sofia,17428,https://open.spotify.com/track/1VoHrSS3QQ6TbpabLrFiYb,2urF8dgLVfDjunO0pcHUEe,71,167728,latin pop,artist
hu,79,Sofia,1533,https://open.spotify.com/track/1VoHrSS3QQ6TbpabLrFiYb,2urF8dgLVfDjunO0pcHUEe,71,167728,latin pop,artist
cz,122,Sofia,1507,https://open.spotify.com/track/1VoHrSS3QQ6TbpabLrFiYb,2urF8dgLVfDjunO0pcHUEe,71,167728,latin pop,artist
at,137,Blau,2344,https://open.spotify.com/track/5amWhhuMPipfRYq3eLJNyF,NA,NA,NA,NA,NA
de,103,Blau,52912,https://open.spotify.com/track/5amWhhuMPipfRYq3eLJNyF,NA,NA,NA,NA,NA
no,78,Gunerius,24076,https://open.spotify.com/track/33BWiM6OaybYEtYklVeC6T,2hxV1sx7MESHOuxBi04hU6,56,2796,"norwegian indie,norwegian pop",artist
it,31,Scusate per il Disagio,69307,https://open.spotify.com/track/5Sg8ZU4sLqsTOEd8PuGmvv,7r9k0d7uURPaucWBl9pMwu,53,9207,italian arena pop,artist
nz,104,Caroline,5857,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g,3Gm5F95VdRxW3mqCn8RPBJ,75,197728,"dwn trap,pop rap,rap,trap music,underground hip hop",artist
ph,197,Caroline,16919,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g,3Gm5F95VdRxW3mqCn8RPBJ,75,197728,"dwn trap,pop rap,rap,trap music,underground hip hop",artist
us,104,Caroline,239644,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g,3Gm5F95VdRxW3mqCn8RPBJ,75,197728,"dwn trap,pop rap,rap,trap music,underground hip hop",artist
au,163,Caroline,16799,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g,3Gm5F95VdRxW3mqCn8RPBJ,75,197728,"dwn trap,pop rap,rap,trap music,underground hip hop",artist
ca,160,Caroline,20258,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g,3Gm5F95VdRxW3mqCn8RPBJ,75,197728,"dwn trap,pop rap,rap,trap music,underground hip hop",artist
au,87,Adore,26921,https://open.spotify.com/track/1rPCgtaIF0CyKRgAwhtpbF,2DORQjKJVYZMx9uu82UGtT,62,20788,deep australian indie,artist
es,91,Ahora Lloras Tú,33352,https://open.spotify.com/track/7Fb8u1fxwY1XcRYXJ1tUL2,6k8mwkKJKKjBILo7ypBspl,61,19126,spanish pop,artist
br,169,Trem-Bala - Acústico,46966,https://open.spotify.com/track/66O1SfDryBYk9i3RcV5AXq,66mL7YE8rG9eCu4QgM64m4,62,35699,,artist
br,135,Singular,56082,https://open.spotify.com/track/3eGK0WFi6ISJ9UZA6Za4HX,1sPg5EHuQXTMElpZ4iUgXe,75,466220,,artist
br,42,Trevo (Tu),142223,https://open.spotify.com/track/6bgQIw80xWC3MPZX4kVYGw,1sPg5EHuQXTMElpZ4iUgXe,75,466220,,artist
br,161,Agora Eu Quero Ir,48999,https://open.spotify.com/track/2yGnStdGP0V45lPXAJpmDb,1sPg5EHuQXTMElpZ4iUgXe,75,466220,,artist
br,44,Fica,138564,https://open.spotify.com/track/0lwrkYbCwtAWTI0OIWEnd6,1sPg5EHuQXTMElpZ4iUgXe,75,466220,,artist
id,181,Indahnya Dunia,4760,https://open.spotify.com/track/6RECF9SFO28458RLuD1xcH,75FhU39jo2xmyiObiDGXAo,45,2460,"indonesian indie,indonesian pop,world worship",artist
gb,134,Rise Up,49072,https://open.spotify.com/track/0tV8pOpiNsKqUys0ilUcXz,1c4rxrxy8eDLvMVL1DTiBe,65,142181,,artist
ie,114,Rise Up,4427,https://open.spotify.com/track/0tV8pOpiNsKqUys0ilUcXz,1c4rxrxy8eDLvMVL1DTiBe,65,142181,,artist
id,126,Sempurna,6136,https://open.spotify.com/track/7yyDYbyS8DVawBsYCEzGCg,4ucwey7FxkHXkLK7jSfevU,52,7484,"dangdut,indonesian indie,indonesian pop,world worship",artist
de,166,Hulapalu,36718,https://open.spotify.com/track/7zja6rwquGA6vzLolzKrda,4rp8rIXbwp93MnStnqDGQD,61,82905,"austropop,deep german pop rock,german pop",artist
nl,118,Leef,31054,https://open.spotify.com/track/7jfy5GJjyoAOvDSCw9cir3,5l2Xy4aUoJDRSpsYHyOumD,59,22405,"carnaval,deep dutch hip hop,dutch pop,levenslied",artist
id,169,KKEB,5097,https://open.spotify.com/track/71NQP11KgFDEJzzrks7wcn,76uP2Wqg5YSfW8JLOQk4Qb,41,732,indonesian pop,artist
fr,105,Old Man,33856,https://open.spotify.com/track/5ZXmCqIzh9cRaMMfdtHuyZ,5M2y5A6d5QZjw9JeKClagC,70,502,,artist
co,139,Mejor Que A Ti Me Va - Versión Reggae,5175,https://open.spotify.com/track/68RyOAQNqTeuKeaNIo03Gp,49Z1AvGeUaBSanPaOmplK6,62,142886,"cumbia,latin,latin pop,pop reggaeton,reggaeton,vallenato",artist
nz,113,Fresh Eyes,5620,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3,2oX42qP5ineK3hrhBECLmj,74,314348,"dance pop,neo mellow,pop,pop rock,post-teen pop,teen pop,viral pop",artist
au,106,Fresh Eyes,22890,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3,2oX42qP5ineK3hrhBECLmj,74,314348,"dance pop,neo mellow,pop,pop rock,post-teen pop,teen pop,viral pop",artist
ph,36,Fresh Eyes,63675,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3,2oX42qP5ineK3hrhBECLmj,74,314348,"dance pop,neo mellow,pop,pop rock,post-teen pop,teen pop,viral pop",artist
co,174,Aprovéchame,4398,https://open.spotify.com/track/4pkCB8ZslWoCF0xoKqNRqp,7hIqJfRYGBWWT1Qxu6Cpd2,68,69709,"latin,latin hip hop,pop reggaeton,reggaeton,reggaeton flow,trap latino,tropical",artist
es,158,Aprovéchame,21034,https://open.spotify.com/track/4pkCB8ZslWoCF0xoKqNRqp,7hIqJfRYGBWWT1Qxu6Cpd2,68,69709,"latin,latin hip hop,pop reggaeton,reggaeton,reggaeton flow,trap latino,tropical",artist
gt,171,Aprovéchame,1048,https://open.spotify.com/track/4pkCB8ZslWoCF0xoKqNRqp,7hIqJfRYGBWWT1Qxu6Cpd2,68,69709,"latin,latin hip hop,pop reggaeton,reggaeton,reggaeton flow,trap latino,tropical",artist
uy,149,Aprovéchame,1171,https://open.spotify.com/track/4pkCB8ZslWoCF0xoKqNRqp,7hIqJfRYGBWWT1Qxu6Cpd2,68,69709,"latin,latin hip hop,pop reggaeton,reggaeton,reggaeton flow,trap latino,tropical",artist
es,194,Me Mata Tu Amor (feat. Yomil & El Dany),17138,https://open.spotify.com/track/3YQBIHEtp2l2kNSmmBDkeN,6wBGoSXRW9KedGG0UC7cGl,58,433,,artist
ph,160,Till I Met You,20545,https://open.spotify.com/track/0JzwzRDkwZr8s1WRfNgUqA,7DW4ijH3n36QN0RlC0n649,60,44164,opm,artist
au,167,Snow,16643,https://open.spotify.com/track/62Rr9VBVpvrrbkNQLsPzb8,4tvKz56Tr39bkhcQUTO0Xr,72,538588,"folk-pop,indie folk,indie pop,neo mellow",artist
br,1,Paradinha,431734,https://open.spotify.com/track/05rJdH2MRLJ3sQoEUO78qs,7FNnA9vBm6EKceENgCGRMb,82,1533309,,artist
pt,70,Paradinha,4226,https://open.spotify.com/track/05rJdH2MRLJ3sQoEUO78qs,7FNnA9vBm6EKceENgCGRMb,82,1533309,,artist
es,169,Paradinha,19795,https://open.spotify.com/track/05rJdH2MRLJ3sQoEUO78qs,7FNnA9vBm6EKceENgCGRMb,82,1533309,,artist
ec,192,Paradinha,1790,https://open.spotify.com/track/05rJdH2MRLJ3sQoEUO78qs,7FNnA9vBm6EKceENgCGRMb,82,1533309,,artist
py,90,Paradinha,1589,https://open.spotify.com/track/05rJdH2MRLJ3sQoEUO78qs,7FNnA9vBm6EKceENgCGRMb,82,1533309,,artist
cl,164,Paradinha,11541,https://open.spotify.com/track/05rJdH2MRLJ3sQoEUO78qs,7FNnA9vBm6EKceENgCGRMb,82,1533309,,artist
br,83,Sim ou não (Participação especial Maluma),79817,https://open.spotify.com/track/4FxumkF81ICxITeqxx4nK9,7FNnA9vBm6EKceENgCGRMb,82,1533309,,artist
pe,177,Paradinha,6088,https://open.spotify.com/track/05rJdH2MRLJ3sQoEUO78qs,7FNnA9vBm6EKceENgCGRMb,82,1533309,,artist
uy,70,Paradinha,2138,https://open.spotify.com/track/05rJdH2MRLJ3sQoEUO78qs,7FNnA9vBm6EKceENgCGRMb,82,1533309,,artist
ar,127,Paradinha,17781,https://open.spotify.com/track/05rJdH2MRLJ3sQoEUO78qs,7FNnA9vBm6EKceENgCGRMb,82,1533309,,artist
id,87,Dia - Hits Single,8283,https://open.spotify.com/track/2ok6IGh97S4eIRse9K2sjg,0b4XpbAVDPngjDTbcSWH8N,48,8775,"dangdut,indonesian pop,world worship",artist
ph,149,Where The Love Goes,21675,https://open.spotify.com/track/0Xa7b1Kw7I08dD2k7zZKtV,4DTbdShHu2RPYEEMUp2XWV,67,6696,canadian pop,artist
my,88,Where The Love Goes,5009,https://open.spotify.com/track/0Xa7b1Kw7I08dD2k7zZKtV,4DTbdShHu2RPYEEMUp2XWV,67,6696,canadian pop,artist
sg,173,Where The Love Goes,3731,https://open.spotify.com/track/0Xa7b1Kw7I08dD2k7zZKtV,4DTbdShHu2RPYEEMUp2XWV,67,6696,canadian pop,artist
id,145,Where The Love Goes,5650,https://open.spotify.com/track/0Xa7b1Kw7I08dD2k7zZKtV,4DTbdShHu2RPYEEMUp2XWV,67,6696,canadian pop,artist
de,69,Ciao Adios,85611,https://open.spotify.com/track/3EfugazgSddQvzZpkof5I4,1zNqDE7qDGCsyzJwohVaoX,82,146018,"pop,tropical house",artist
ie,63,Ciao Adios,7257,https://open.spotify.com/track/3EfugazgSddQvzZpkof5I4,1zNqDE7qDGCsyzJwohVaoX,82,146018,"pop,tropical house",artist
be,80,Ciao Adios,5683,https://open.spotify.com/track/3EfugazgSddQvzZpkof5I4,1zNqDE7qDGCsyzJwohVaoX,82,146018,"pop,tropical house",artist
