,artist,mk,position,track,streams,url,id,popularity,followers,genres,,,,,"insert into pais_musica(pais_id, musica_id, posicao, streams) values"
1240,Calvin Harris,tw,94,Prayers Up,4282,https://open.spotify.com/track/4KaIJ1FWXUoAAnOts1YWjD,7CajNmpbOovFoOoasH2HaY,94,6816704,"electro house,house,pop,progressive house",,,,,"((select id from pais where sigla like 'tw'), (select id from musica where nome like 'Prayers Up'), 94, 4282),"
1241,Camila Cabello,ee,42,Crying in the Club,1074,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'ee'), (select id from musica where nome like 'Crying in the Club'), 42, 1074),"
1242,Camila Cabello,gr,21,Crying in the Club,2677,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'gr'), (select id from musica where nome like 'Crying in the Club'), 21, 2677),"
1243,Camila Cabello,tw,32,Crying in the Club,9034,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'tw'), (select id from musica where nome like 'Crying in the Club'), 32, 9034),"
1244,Camila Cabello,at,41,Crying in the Club,8988,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'at'), (select id from musica where nome like 'Crying in the Club'), 41, 8988),"
1245,Camila Cabello,lv,40,Crying in the Club,1234,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'lv'), (select id from musica where nome like 'Crying in the Club'), 40, 1234),"
1246,Camila Cabello,us,52,Crying in the Club,372915,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'us'), (select id from musica where nome like 'Crying in the Club'), 52, 372915),"
1247,Camila Cabello,id,30,Crying in the Club,23328,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'id'), (select id from musica where nome like 'Crying in the Club'), 30, 23328),"
1248,Camila Cabello,jp,38,Crying in the Club,6649,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'jp'), (select id from musica where nome like 'Crying in the Club'), 38, 6649),"
1249,Camila Cabello,tr,36,Crying in the Club,17757,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'tr'), (select id from musica where nome like 'Crying in the Club'), 36, 17757),"
1250,Camila Cabello,bg,15,Crying in the Club,1148,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'bg'), (select id from musica where nome like 'Crying in the Club'), 15, 1148),"
1251,Camila Cabello,de,38,Crying in the Club,155304,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'de'), (select id from musica where nome like 'Crying in the Club'), 38, 155304),"
1252,Camila Cabello,my,22,Crying in the Club,14530,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'my'), (select id from musica where nome like 'Crying in the Club'), 22, 14530),"
1253,Camila Cabello,sk,28,Crying in the Club,1851,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'sk'), (select id from musica where nome like 'Crying in the Club'), 28, 1851),"
1254,Camila Cabello,pl,39,Crying in the Club,16873,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'pl'), (select id from musica where nome like 'Crying in the Club'), 39, 16873),"
1255,Camila Cabello,cl,149,Crying in the Club,12195,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'cl'), (select id from musica where nome like 'Crying in the Club'), 149, 12195),"
1256,Camila Cabello,bo,102,Crying in the Club,1003,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'bo'), (select id from musica where nome like 'Crying in the Club'), 102, 1003),"
1257,Camila Cabello,py,126,Crying in the Club,1135,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'py'), (select id from musica where nome like 'Crying in the Club'), 126, 1135),"
1258,Camila Cabello,cz,33,Crying in the Club,4521,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'cz'), (select id from musica where nome like 'Crying in the Club'), 33, 4521),"
1259,Camila Cabello,gb,17,Crying in the Club,268750,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'gb'), (select id from musica where nome like 'Crying in the Club'), 17, 268750),"
1260,Camila Cabello,ch,37,Crying in the Club,10816,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'ch'), (select id from musica where nome like 'Crying in the Club'), 37, 10816),"
1261,Camila Cabello,ar,117,Crying in the Club,19078,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'ar'), (select id from musica where nome like 'Crying in the Club'), 117, 19078),"
1262,Camila Cabello,gt,132,Crying in the Club,1277,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'gt'), (select id from musica where nome like 'Crying in the Club'), 132, 1277),"
1263,Camila Cabello,cr,93,Crying in the Club,3257,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'cr'), (select id from musica where nome like 'Crying in the Club'), 93, 3257),"
1264,Camila Cabello,be,44,Crying in the Club,12522,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'be'), (select id from musica where nome like 'Crying in the Club'), 44, 12522),"
1265,Camila Cabello,es,74,Crying in the Club,39165,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'es'), (select id from musica where nome like 'Crying in the Club'), 74, 39165),"
1266,Camila Cabello,au,42,Crying in the Club,68644,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'au'), (select id from musica where nome like 'Crying in the Club'), 42, 68644),"
1267,Camila Cabello,br,72,Crying in the Club,93512,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'br'), (select id from musica where nome like 'Crying in the Club'), 72, 93512),"
1268,Camila Cabello,is,80,Crying in the Club,1127,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'is'), (select id from musica where nome like 'Crying in the Club'), 80, 1127),"
1269,Camila Cabello,hk,21,Crying in the Club,6286,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'hk'), (select id from musica where nome like 'Crying in the Club'), 21, 6286),"
1270,Camila Cabello,hu,33,Crying in the Club,4019,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'hu'), (select id from musica where nome like 'Crying in the Club'), 33, 4019),"
1271,Camila Cabello,sv,97,Crying in the Club,1131,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'sv'), (select id from musica where nome like 'Crying in the Club'), 97, 1131),"
1272,Camila Cabello,nz,45,Crying in the Club,13907,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'nz'), (select id from musica where nome like 'Crying in the Club'), 45, 13907),"
1273,Camila Cabello,do,108,Crying in the Club,1349,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'do'), (select id from musica where nome like 'Crying in the Club'), 108, 1349),"
1274,Camila Cabello,it,68,Crying in the Club,40380,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'it'), (select id from musica where nome like 'Crying in the Club'), 68, 40380),"
1275,Camila Cabello,hn,121,Crying in the Club,1057,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'hn'), (select id from musica where nome like 'Crying in the Club'), 121, 1057),"
1276,Camila Cabello,pa,77,Crying in the Club,1753,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'pa'), (select id from musica where nome like 'Crying in the Club'), 77, 1753),"
1277,Camila Cabello,sg,19,Crying in the Club,21155,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'sg'), (select id from musica where nome like 'Crying in the Club'), 19, 21155),"
1278,Camila Cabello,nl,84,Crying in the Club,47473,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'nl'), (select id from musica where nome like 'Crying in the Club'), 84, 47473),"
1279,Camila Cabello,co,121,Crying in the Club,5603,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'co'), (select id from musica where nome like 'Crying in the Club'), 121, 5603),"
1280,Camila Cabello,pe,147,Crying in the Club,6965,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'pe'), (select id from musica where nome like 'Crying in the Club'), 147, 6965),"
1281,Camila Cabello,uy,109,Crying in the Club,1549,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'uy'), (select id from musica where nome like 'Crying in the Club'), 109, 1549),"
1282,Camila Cabello,dk,48,Crying in the Club,25773,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'dk'), (select id from musica where nome like 'Crying in the Club'), 48, 25773),"
1283,Camila Cabello,se,105,Crying in the Club,26667,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'se'), (select id from musica where nome like 'Crying in the Club'), 105, 26667),"
1284,Camila Cabello,ec,138,Crying in the Club,2272,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'ec'), (select id from musica where nome like 'Crying in the Club'), 138, 2272),"
1285,Camila Cabello,ca,35,Crying in the Club,65160,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'ca'), (select id from musica where nome like 'Crying in the Club'), 35, 65160),"
1286,Camila Cabello,pt,28,Crying in the Club,10575,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'pt'), (select id from musica where nome like 'Crying in the Club'), 28, 10575),"
1287,Camila Cabello,mx,184,Crying in the Club,38424,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'mx'), (select id from musica where nome like 'Crying in the Club'), 184, 38424),"
1288,Camila Cabello,lt,34,Crying in the Club,1679,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'lt'), (select id from musica where nome like 'Crying in the Club'), 34, 1679),"
1289,Camila Cabello,no,53,Crying in the Club,33546,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'no'), (select id from musica where nome like 'Crying in the Club'), 53, 33546),"
1290,Camila Cabello,ie,15,Crying in the Club,24966,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'ie'), (select id from musica where nome like 'Crying in the Club'), 15, 24966),"
1291,Camila Cabello,fi,58,Crying in the Club,19259,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'fi'), (select id from musica where nome like 'Crying in the Club'), 58, 19259),"
1292,Camila Cabello,ph,29,Crying in the Club,74781,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'ph'), (select id from musica where nome like 'Crying in the Club'), 29, 74781),"
1293,Camila Cabello,mt,15,Crying in the Club,1458,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,4nDoRrQiYLoBzwC5BhVJzF,89,469283,pop,,,,,"((select id from pais where sigla like 'mt'), (select id from musica where nome like 'Crying in the Club'), 15, 1458),"
1294,Can Bonomo,tr,127,Kal Bugün,7158,https://open.spotify.com/track/1cXRnIZuCVSZsdjUlptFiT,3vJJGsSAF5zQegZo5sJEh6,57,35276,"eurovision,turkish jazz,turkish pop,turkish rock",,,,,"((select id from pais where sigla like 'tr'), (select id from musica where nome like 'Kal Bugün'), 127, 7158),"
1295,CantoParaBailar,uy,106,Se Pone Loca,1632,https://open.spotify.com/track/0FVuUna31PTRmWGLs8W1o4,288dJOiQmxw6pTZ6fqpbiQ,53,23955,cumbia pop,,,,,"((select id from pais where sigla like 'uy'), (select id from musica where nome like 'Se Pone Loca'), 106, 1632),"
1296,CantoParaBailar,ar,155,Se Pone Loca,15909,https://open.spotify.com/track/0FVuUna31PTRmWGLs8W1o4,288dJOiQmxw6pTZ6fqpbiQ,53,23955,cumbia pop,,,,,"((select id from pais where sigla like 'ar'), (select id from musica where nome like 'Se Pone Loca'), 155, 15909),"
1297,Can Yüce,tr,137,Sanki Rüya,6858,https://open.spotify.com/track/3evlk0DgOdy9AxsyokHdyz,3vGz6dcagQ2geGkGYY185H,42,337,,,,,,"((select id from pais where sigla like 'tr'), (select id from musica where nome like 'Sanki Rüya'), 137, 6858),"
1298,Capo,de,32,Lambo Diablo GT (feat. Nimo),164320,https://open.spotify.com/track/715uqcez2DeFYNecXSoXDm,5y9wg9qkGBl0n9v9RzaPKu,74,29825,deep german hip hop,,,,,"((select id from pais where sigla like 'de'), (select id from musica where nome like 'Lambo Diablo GT (feat. Nimo)'), 32, 164320),"
1299,Capo,at,62,Lambo Diablo GT (feat. Nimo),4833,https://open.spotify.com/track/715uqcez2DeFYNecXSoXDm,5y9wg9qkGBl0n9v9RzaPKu,74,29825,deep german hip hop,,,,,"((select id from pais where sigla like 'at'), (select id from musica where nome like 'Lambo Diablo GT (feat. Nimo)'), 62, 4833),"
1300,Capo,ch,176,Lambo Diablo GT (feat. Nimo),2966,https://open.spotify.com/track/715uqcez2DeFYNecXSoXDm,5y9wg9qkGBl0n9v9RzaPKu,74,29825,deep german hip hop,,,,,"((select id from pais where sigla like 'ch'), (select id from musica where nome like 'Lambo Diablo GT (feat. Nimo)'), 176, 2966),"
1301,Capo,de,129,Mainhattan City Gang,44379,https://open.spotify.com/track/1IcvGWkPGfNmArtSrpkSoz,5y9wg9qkGBl0n9v9RzaPKu,74,29825,deep german hip hop,,,,,"((select id from pais where sigla like 'de'), (select id from musica where nome like 'Mainhattan City Gang'), 129, 44379),"
1302,Capo Plaza,it,57,Allenamento #3,49495,https://open.spotify.com/track/3BIwsQMpPhXc2FTzgiUVYn,5SulO4l40qDuV9zUGLZx7n,63,27523,,,,,,"((select id from pais where sigla like 'it'), (select id from musica where nome like 'Allenamento #3'), 57, 49495),"
1303,Capo Plaza,it,64,Allenamento #2,43749,https://open.spotify.com/track/1FDtcvnTZvbwMFxn5SRFHN,5SulO4l40qDuV9zUGLZx7n,63,27523,,,,,,"((select id from pais where sigla like 'it'), (select id from musica where nome like 'Allenamento #2'), 64, 43749),"
1304,Carla Morrison,mx,144,Te Regalo,46673,https://open.spotify.com/track/2Ye46ZY2LKOQTPXaauQisB,0XK6kT7xcZAlcYrNjOgzJe,73,558265,"latin alternative,latin pop,rock en espanol",,,,,"((select id from pais where sigla like 'mx'), (select id from musica where nome like 'Te Regalo'), 144, 46673),"
1305,Carlão,pt,173,Viver Pra Sempre,2001,https://open.spotify.com/track/3ixnfx8Dtk0cH2vUJ9KqRN,4byuw0pyzVNeEONKcPIpAA,43,9640,portuguese rock,,,,,"((select id from pais where sigla like 'pt'), (select id from musica where nome like 'Viver Pra Sempre'), 173, 2001),"
1306,Carlos Baute,co,112,Ando buscando,5917,https://open.spotify.com/track/7BwJtE8KSbCQKOCTIAY3jX,3smfreCkyJt7bShaTYpG77,74,199037,"latin,latin pop,reggaeton,spanish pop,tropical",,,,,"((select id from pais where sigla like 'co'), (select id from musica where nome like 'Ando buscando'), 112, 5917),"
1307,Carlos Baute,ar,80,Ando buscando,24639,https://open.spotify.com/track/7BwJtE8KSbCQKOCTIAY3jX,3smfreCkyJt7bShaTYpG77,74,199037,"latin,latin pop,reggaeton,spanish pop,tropical",,,,,"((select id from pais where sigla like 'ar'), (select id from musica where nome like 'Ando buscando'), 80, 24639),"
1308,Carlos Baute,pa,113,Ando buscando,1328,https://open.spotify.com/track/7BwJtE8KSbCQKOCTIAY3jX,3smfreCkyJt7bShaTYpG77,74,199037,"latin,latin pop,reggaeton,spanish pop,tropical",,,,,"((select id from pais where sigla like 'pa'), (select id from musica where nome like 'Ando buscando'), 113, 1328),"
1309,Carlos Baute,gt,87,Ando buscando,1689,https://open.spotify.com/track/7BwJtE8KSbCQKOCTIAY3jX,3smfreCkyJt7bShaTYpG77,74,199037,"latin,latin pop,reggaeton,spanish pop,tropical",,,,,"((select id from pais where sigla like 'gt'), (select id from musica where nome like 'Ando buscando'), 87, 1689),"
1310,Carlos Baute,es,120,Amor y dolor,26522,https://open.spotify.com/track/4efQTJSX6Jca1hHZNi74Zd,3smfreCkyJt7bShaTYpG77,74,199037,"latin,latin pop,reggaeton,spanish pop,tropical",,,,,"((select id from pais where sigla like 'es'), (select id from musica where nome like 'Amor y dolor'), 120, 26522),"
1311,Carlos Baute,es,44,Ando buscando,81290,https://open.spotify.com/track/7BwJtE8KSbCQKOCTIAY3jX,3smfreCkyJt7bShaTYpG77,74,199037,"latin,latin pop,reggaeton,spanish pop,tropical",,,,,"((select id from pais where sigla like 'es'), (select id from musica where nome like 'Ando buscando'), 44, 81290),"
1312,Carlos Baute,es,118,Vamo´ a la calle,26788,https://open.spotify.com/track/2yd4FH40jSVLOCgZ1sJM2z,3smfreCkyJt7bShaTYpG77,74,199037,"latin,latin pop,reggaeton,spanish pop,tropical",,,,,"((select id from pais where sigla like 'es'), (select id from musica where nome like 'Vamo´ a la calle'), 118, 26788),"
1313,Carlos Baute,cl,106,Ando buscando,16001,https://open.spotify.com/track/7BwJtE8KSbCQKOCTIAY3jX,3smfreCkyJt7bShaTYpG77,74,199037,"latin,latin pop,reggaeton,spanish pop,tropical",,,,,"((select id from pais where sigla like 'cl'), (select id from musica where nome like 'Ando buscando'), 106, 16001),"
1314,Carlos Baute,bo,44,Ando buscando,2189,https://open.spotify.com/track/7BwJtE8KSbCQKOCTIAY3jX,3smfreCkyJt7bShaTYpG77,74,199037,"latin,latin pop,reggaeton,spanish pop,tropical",,,,,"((select id from pais where sigla like 'bo'), (select id from musica where nome like 'Ando buscando'), 44, 2189),"
1315,Carlos Baute,ec,62,Ando buscando,3867,https://open.spotify.com/track/7BwJtE8KSbCQKOCTIAY3jX,3smfreCkyJt7bShaTYpG77,74,199037,"latin,latin pop,reggaeton,spanish pop,tropical",,,,,"((select id from pais where sigla like 'ec'), (select id from musica where nome like 'Ando buscando'), 62, 3867),"
1316,Carlos Baute,uy,74,Ando buscando,2085,https://open.spotify.com/track/7BwJtE8KSbCQKOCTIAY3jX,3smfreCkyJt7bShaTYpG77,74,199037,"latin,latin pop,reggaeton,spanish pop,tropical",,,,,"((select id from pais where sigla like 'uy'), (select id from musica where nome like 'Ando buscando'), 74, 2085),"
1317,Carlos Baute,mx,131,Ando buscando,48900,https://open.spotify.com/track/7BwJtE8KSbCQKOCTIAY3jX,3smfreCkyJt7bShaTYpG77,74,199037,"latin,latin pop,reggaeton,spanish pop,tropical",,,,,"((select id from pais where sigla like 'mx'), (select id from musica where nome like 'Ando buscando'), 131, 48900),"
1318,Carlos Baute,pe,81,Ando buscando,10897,https://open.spotify.com/track/7BwJtE8KSbCQKOCTIAY3jX,3smfreCkyJt7bShaTYpG77,74,199037,"latin,latin pop,reggaeton,spanish pop,tropical",,,,,"((select id from pais where sigla like 'pe'), (select id from musica where nome like 'Ando buscando'), 81, 10897),"
1319,Carlos Baute,cr,125,Ando buscando,2725,https://open.spotify.com/track/7BwJtE8KSbCQKOCTIAY3jX,3smfreCkyJt7bShaTYpG77,74,199037,"latin,latin pop,reggaeton,spanish pop,tropical",,,,,"((select id from pais where sigla like 'cr'), (select id from musica where nome like 'Ando buscando'), 125, 2725),"
1320,Carlos Baute,py,49,Ando buscando,3291,https://open.spotify.com/track/7BwJtE8KSbCQKOCTIAY3jX,3smfreCkyJt7bShaTYpG77,74,199037,"latin,latin pop,reggaeton,spanish pop,tropical",,,,,"((select id from pais where sigla like 'py'), (select id from musica where nome like 'Ando buscando'), 49, 3291),"
1321,Carlos Vives,pa,99,La Bicicleta,1503,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,4vhNDa5ycK0ST968ek7kRr,78,491262,"latin,latin pop,reggaeton,tropical,vallenato",,,,,"((select id from pais where sigla like 'pa'), (select id from musica where nome like 'La Bicicleta'), 99, 1503),"
1322,Carlos Vives,co,197,Cuando Nos Volvamos a Encontrar,3988,https://open.spotify.com/track/59hfezbTqi7I68O4OyLfcR,4vhNDa5ycK0ST968ek7kRr,78,491262,"latin,latin pop,reggaeton,tropical,vallenato",,,,,"((select id from pais where sigla like 'co'), (select id from musica where nome like 'Cuando Nos Volvamos a Encontrar'), 197, 3988),"
1323,Carlos Vives,cr,79,La Bicicleta,3692,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,4vhNDa5ycK0ST968ek7kRr,78,491262,"latin,latin pop,reggaeton,tropical,vallenato",,,,,"((select id from pais where sigla like 'cr'), (select id from musica where nome like 'La Bicicleta'), 79, 3692),"
1324,Carlos Vives,ec,61,La Bicicleta,3976,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,4vhNDa5ycK0ST968ek7kRr,78,491262,"latin,latin pop,reggaeton,tropical,vallenato",,,,,"((select id from pais where sigla like 'ec'), (select id from musica where nome like 'La Bicicleta'), 61, 3976),"
1325,Carlos Vives,cr,166,Al Filo de Tu Amor,2216,https://open.spotify.com/track/77a9893yxuz36cBUmBzA8E,4vhNDa5ycK0ST968ek7kRr,78,491262,"latin,latin pop,reggaeton,tropical,vallenato",,,,,"((select id from pais where sigla like 'cr'), (select id from musica where nome like 'Al Filo de Tu Amor'), 166, 2216),"
1326,Carlos Vives,pt,126,La Bicicleta,2570,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,4vhNDa5ycK0ST968ek7kRr,78,491262,"latin,latin pop,reggaeton,tropical,vallenato",,,,,"((select id from pais where sigla like 'pt'), (select id from musica where nome like 'La Bicicleta'), 126, 2570),"
1327,Carlos Vives,pe,155,Al Filo de Tu Amor,6662,https://open.spotify.com/track/77a9893yxuz36cBUmBzA8E,4vhNDa5ycK0ST968ek7kRr,78,491262,"latin,latin pop,reggaeton,tropical,vallenato",,,,,"((select id from pais where sigla like 'pe'), (select id from musica where nome like 'Al Filo de Tu Amor'), 155, 6662),"
1328,Carlos Vives,sv,99,La Bicicleta,1121,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,4vhNDa5ycK0ST968ek7kRr,78,491262,"latin,latin pop,reggaeton,tropical,vallenato",,,,,"((select id from pais where sigla like 'sv'), (select id from musica where nome like 'La Bicicleta'), 99, 1121),"
1329,Carlos Vives,pe,66,La Bicicleta,12705,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,4vhNDa5ycK0ST968ek7kRr,78,491262,"latin,latin pop,reggaeton,tropical,vallenato",,,,,"((select id from pais where sigla like 'pe'), (select id from musica where nome like 'La Bicicleta'), 66, 12705),"
1330,Carlos Vives,do,101,La Bicicleta,1466,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,4vhNDa5ycK0ST968ek7kRr,78,491262,"latin,latin pop,reggaeton,tropical,vallenato",,,,,"((select id from pais where sigla like 'do'), (select id from musica where nome like 'La Bicicleta'), 101, 1466),"
1331,Carlos Vives,ar,77,La Bicicleta,25814,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,4vhNDa5ycK0ST968ek7kRr,78,491262,"latin,latin pop,reggaeton,tropical,vallenato",,,,,"((select id from pais where sigla like 'ar'), (select id from musica where nome like 'La Bicicleta'), 77, 25814),"
1332,Carlos Vives,cl,99,La Bicicleta,16686,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,4vhNDa5ycK0ST968ek7kRr,78,491262,"latin,latin pop,reggaeton,tropical,vallenato",,,,,"((select id from pais where sigla like 'cl'), (select id from musica where nome like 'La Bicicleta'), 99, 16686),"
